T,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%
1222,-3.1015,-2.503,-2.0931,3.1605,2.8513,2.3401,-3.6278,-2.8117,-2.0836,3.5802,2.5791,2.1544,-3.815,-2.8404,-2.2546,4.4664,3.4337,2.5449
1223,-3.2063,-2.5138,-2.0348,3.3873,2.8178,2.4655,-3.4555,-2.5717,-2.1575,3.8458,3.0621,2.4479,-3.3786,-2.8156,-2.3855,3.9234,3.192,2.6317
1224,-3.3071,-2.7277,-2.2308,3.5619,2.8822,2.3265,-3.1175,-2.4343,-1.8789,3.8242,2.7613,2.1704,-3.5694,-2.8572,-2.2625,3.9707,3.0471,2.5105
1225,-3.2726,-2.5384,-1.9793,3.3879,2.6812,2.1989,-3.3105,-2.4427,-1.854,3.3886,2.6924,2.1333,-3.4273,-2.6471,-2.1358,4.1337,2.9208,2.428
1226,-2.9289,-2.2896,-1.8317,3.5628,2.6854,2.228,-2.8626,-2.2755,-1.762,3.2797,2.6792,2.2401,-3.0386,-2.6279,-2.1028,3.6177,2.8261,2.3971
1227,-2.8358,-2.3481,-1.8897,3.074,2.4557,2.0767,-3.2245,-2.4756,-1.8725,4.1583,3.286,2.6255,-3.3913,-2.5002,-1.9508,3.6048,2.8404,2.3669
1228,-2.7306,-2.2538,-1.8199,2.7684,2.289,1.8941,-2.9746,-2.3478,-1.8772,3.718,3.0145,2.5161,-3.4769,-2.7166,-2.1379,3.6619,2.9981,2.3587
1229,-3.0364,-2.3198,-1.7034,3.1112,2.6738,2.1616,-3.571,-2.7678,-2.1816,4.1162,3.2068,2.445,-3.5739,-2.7747,-2.2179,3.9916,3.0766,2.4179
1230,-3.0303,-2.437,-1.7916,3.2381,2.7859,2.2454,-3.2792,-2.3792,-1.9545,3.2691,2.8559,2.3169,-3.2822,-2.6336,-2.1909,4.3775,3.1611,2.5619
1231,-3.3138,-2.599,-2.0207,3.4226,2.9727,2.3483,-3.0177,-2.3826,-2.0057,3.2546,2.7362,2.2745,-4.3847,-2.8863,-2.3158,4.1575,3.0057,2.4533
1232,-3.2596,-2.4241,-1.9373,3.4961,2.8388,2.3177,-3.2044,-2.4106,-1.8259,3.079,2.5298,2.1816,-3.5358,-2.8121,-2.2709,4.3527,3.3559,2.5367
1233,-3.7061,-2.8169,-1.9894,3.4678,2.4478,2.0761,-3.2235,-2.4253,-1.9689,3.3998,2.8696,2.2649,-3.2628,-2.7783,-2.1389,4.1191,3.3249,2.6176
1234,-2.9445,-2.2714,-1.8464,3.0931,2.3855,1.8703,-3.2027,-2.5028,-2.0229,3.5116,2.8729,2.2606,-3.4072,-2.5494,-2.0366,3.6849,2.9964,2.4317
1235,-2.6279,-2.1874,-1.7781,2.9261,2.4969,2.1518,-3.8739,-3.1124,-2.2812,3.6285,2.9491,2.4744,-3.3889,-2.8378,-2.2338,3.9809,3.2308,2.5611
1236,-2.7565,-2.006,-1.6593,3.0391,2.2315,1.962,-3.4007,-2.6971,-2.0955,3.4047,2.8461,2.4529,-4.0788,-2.9111,-2.2694,4.0099,3.2345,2.614
1237,-2.2784,-1.8294,-1.4224,3.2973,2.621,1.9476,-3.0973,-2.543,-1.9886,4.0282,2.8398,2.3143,-3.5723,-2.6474,-2.2946,4.221,3.5671,2.7257
1238,-2.3082,-1.9509,-1.3913,2.7778,2.3469,1.884,-3.6195,-2.8398,-2.0741,3.3468,2.611,2.0846,-3.6258,-2.7251,-2.2934,4.0619,3.041,2.5535
1239,-2.2484,-1.7549,-1.4072,2.8927,2.3689,1.8252,-3.2841,-2.4066,-1.9812,3.4865,2.5654,2.0656,-3.9552,-3.0843,-2.2163,3.6913,2.9203,2.4427
1240,-2.2105,-1.8158,-1.4704,2.4288,2.0133,1.6917,-3.217,-2.2611,-1.6582,3.0779,2.649,2.1631,-3.6068,-2.6866,-2.1729,3.8361,3.16,2.6402
1241,-2.0654,-1.8284,-1.387,2.4634,1.8912,1.5776,-2.3985,-2.0079,-1.6046,3.1962,2.7109,2.1382,-3.8979,-2.8416,-2.0722,4.042,3.2691,2.5805
1242,-2.0525,-1.6207,-1.1847,2.3434,1.9105,1.5079,-2.4957,-1.8894,-1.4942,2.9026,2.3505,2.0028,-3.9013,-3.1479,-2.3935,3.9321,3.0611,2.5417
1243,-1.964,-1.4522,-1.1507,2.4341,1.8587,1.5178,-2.6121,-2.1571,-1.7092,2.8565,2.2946,1.9038,-3.9751,-3.3578,-2.3967,4.2051,3.233,2.5016
1244,-1.88,-1.5974,-1.2778,2.4377,1.9346,1.5778,-2.5376,-2.0974,-1.6136,2.4689,2.057,1.7301,-3.448,-2.754,-2.2115,4.0427,3.1161,2.4338
1245,-2.1204,-1.601,-1.2498,2.2949,1.8656,1.5564,-2.4757,-1.9187,-1.5736,2.6058,2.0753,1.7289,-3.7124,-2.8364,-2.1553,4.1869,3.3607,2.6564
1246,-2.3154,-1.863,-1.5149,3.0059,2.5595,2.036,-1.9603,-1.5086,-1.2209,2.3744,1.8087,1.5056,-3.3427,-2.5744,-1.9636,3.6971,2.9255,2.3162
1247,-2.2149,-1.9347,-1.5543,2.7185,2.187,1.8789,-2.1053,-1.6086,-1.2601,2.6202,2.0231,1.6575,-3.6214,-2.9899,-2.2722,3.6556,3.0674,2.4707
1248,-2.8499,-2.3155,-1.9054,3.1524,2.49,2.0897,-2.9509,-1.9425,-1.4207,3.0223,2.4881,1.9561,-3.4453,-2.7132,-2.1424,4.2834,3.1519,2.4124
1249,-3.3698,-2.7836,-2.1778,3.5729,3.2076,2.6309,-2.2912,-1.8204,-1.4275,2.8319,2.323,1.778,-3.5846,-2.8826,-2.2627,4.0424,2.9918,2.4221
1250,-4.2199,-3.57,-2.9248,4.7748,3.8441,3.1823,-2.7656,-2.25,-1.8675,3.2176,2.5477,2.0405,-3.4751,-2.8659,-2.2942,4.1948,3.3333,2.5263
1251,-4.7715,-4.0717,-3.2107,5.2127,4.283,3.4078,-2.8093,-2.2832,-1.7275,2.8551,2.3562,1.8883,-3.7673,-2.9678,-2.2978,3.7654,2.869,2.3761
1252,-4.6892,-3.6425,-2.9532,4.9538,3.9197,3.1391,-3.3764,-2.6257,-1.9362,3.6306,2.9229,2.3181,-4.1489,-3.2795,-2.55,3.9664,2.9944,2.4573
1253,-4.105,-3.2449,-2.6568,4.8112,4.1361,3.1343,-3.1282,-2.5062,-1.98,3.5011,3.1087,2.4401,-3.5151,-2.8043,-2.1193,3.8173,2.8663,2.3373
1254,-4.2644,-3.453,-2.6953,4.1574,3.3451,2.8165,-4.6518,-3.5818,-2.6008,4.7009,3.8799,3.1844,-3.2442,-2.6748,-2.1453,4.6046,3.6252,2.7487
1255,-4.0649,-2.9791,-2.3997,3.8602,3.3715,2.823,-4.392,-3.7232,-2.8141,5.4528,3.9647,3.2367,-3.7394,-2.5599,-2.1359,3.4869,2.9509,2.3857
1256,-3.786,-2.8927,-2.3688,4.1254,3.2946,2.6272,-4.7065,-3.7601,-2.867,4.899,3.9926,3.1924,-3.379,-2.4814,-2.1166,3.699,3.0639,2.3693
1257,-4.0974,-3.2441,-2.4749,4.0415,3.2575,2.5544,-4.172,-3.077,-2.5964,4.3901,3.8085,3.0602,-3.7421,-3.0503,-2.1478,3.5331,2.7687,2.2655
1258,-3.8873,-3.2126,-2.5444,4.0371,3.1369,2.6758,-3.8066,-3.2802,-2.4907,4.4812,3.2904,2.9395,-3.661,-2.6026,-1.9866,3.7821,2.8136,2.3523
1259,-3.926,-3.1427,-2.3334,4.4833,3.394,2.5644,-3.934,-3.3255,-2.4354,4.8679,3.9353,3.1415,-3.5945,-2.5652,-1.9898,3.3118,2.8541,2.2643
1260,-4.1407,-3.3945,-2.6893,4.0797,2.9974,2.5737,-3.8006,-2.9158,-2.3735,3.8864,3.2442,2.5954,-3.3091,-2.7286,-2.1816,3.8605,2.9951,2.3709
1261,-3.1462,-2.7615,-2.2533,3.825,3.0366,2.4732,-3.5989,-2.8318,-2.0311,4.4574,3.4045,2.7206,-2.414,-2.0009,-1.5264,2.8738,2.3361,1.8737
1262,-3.932,-2.8322,-2.3484,3.9332,3.1864,2.6196,-3.9332,-2.9935,-2.4341,4.035,3.3976,2.8447,-2.6106,-2.2009,-1.6395,3.2427,2.6405,1.9069
1263,-3.2612,-2.696,-2.2187,4.4891,3.5416,2.7299,-3.4515,-2.7337,-2.3193,4.5019,3.4463,2.6568,-3.2986,-2.6021,-2.1017,3.9617,2.8662,2.2866
1264,-3.1466,-2.3885,-2.0534,3.777,3.0747,2.3312,-4.5942,-3.3928,-2.6439,4.3336,3.3065,2.7217,-3.8856,-2.6554,-2.0222,3.5519,2.9134,2.365
1265,-3.0434,-2.619,-2.2192,3.5575,2.8627,2.3252,-3.7191,-2.945,-2.4187,4.1295,3.4192,2.7864,-3.1907,-2.534,-2.0331,3.4916,2.8548,2.4535
1266,-3.2725,-2.5593,-1.9261,3.4671,2.7222,2.2883,-3.6817,-3.1601,-2.3624,4.4761,3.3944,2.7727,-3.4953,-2.9331,-2.1072,3.8564,2.9655,2.3472
1267,-2.7425,-2.3399,-1.9453,3.4148,2.764,2.2271,-3.8003,-2.9302,-2.2245,3.8548,2.9396,2.3171,-3.6829,-2.8269,-2.1187,4.2622,3.2389,2.3556
1268,-3.3299,-2.6501,-2.1497,3.6642,2.9502,2.4646,-3.3164,-2.3467,-1.9381,4.9177,3.2197,2.5683,-4.1191,-3.079,-2.4422,4.2647,3.4603,2.7608
1269,-3.1069,-2.5604,-2.1128,3.123,2.5759,2.1435,-3.2862,-2.7615,-2.2675,3.3596,2.8616,2.2318,-4.3181,-3.3572,-2.7379,4.8225,3.886,3.0016
1270,-3.1672,-2.3623,-1.8776,3.0559,2.5762,2.0921,-3.3792,-2.6097,-2.0803,3.4931,2.9061,2.3206,-4.0578,-3.3802,-2.6254,5.191,4.2846,3.2591
1271,-2.6612,-2.0641,-1.7707,3.2894,2.7712,2.1038,-3.2908,-2.6477,-2.0445,3.4253,2.7026,2.2073,-4.0009,-3.1841,-2.5377,5.619,4.1574,3.2394
1272,-3.3684,-2.5792,-2.0416,3.6864,2.9058,2.3872,-3.4299,-2.884,-2.1545,3.875,3.0465,2.4266,-4.2752,-3.4995,-2.681,4.2341,3.4463,2.8175
1273,-3.5073,-2.7214,-2.1658,3.7906,3.1741,2.3812,-3.6474,-2.5887,-1.997,3.9328,2.9342,2.4032,-4.2514,-3.0202,-2.3823,4.5585,3.646,2.8342
1274,-3.29,-2.6856,-2.1157,3.5714,2.9698,2.4542,-3.0239,-2.4957,-2.0352,3.9486,3.1841,2.4085,-4.6302,-3.2287,-2.5575,4.4275,3.357,2.647
1275,-3.3587,-2.5224,-2.0043,3.4142,2.7532,2.2961,-3.2795,-2.5621,-2.103,3.1344,2.5046,2.1572,-4.2491,-3.3171,-2.4078,4.3335,3.3886,2.8015
1276,-2.8759,-2.2326,-1.8627,3.1841,2.5003,2.01,-3.6004,-2.771,-2.1548,3.5204,3.0186,2.5571,-3.9542,-3.204,-2.3506,4.4296,3.3791,2.8244
1277,-2.9947,-2.4894,-1.9703,3.3476,2.5847,2.1612,-3.5117,-2.6379,-2.1488,4.1142,3.2694,2.604,-4.6002,-3.4006,-2.8388,4.5877,3.4881,2.5848
1278,-3.398,-2.6042,-2.1483,3.8279,3.076,2.4549,-3.9003,-2.897,-2.3115,3.5024,3.0445,2.6407,-3.6815,-3.269,-2.8506,4.3565,3.3858,2.6984
1279,-3.4215,-2.5095,-1.9332,3.5052,2.7885,2.4237,-3.4358,-2.7829,-2.1836,3.7046,2.9553,2.4543,-4.1146,-3.4053,-2.7108,4.8241,3.6996,2.8608
1280,-3.7803,-2.7753,-2.2556,3.7755,3.2126,2.804,-3.158,-2.5435,-1.9756,3.5648,2.7798,2.2442,-4.1576,-3.1428,-2.6118,5.334,3.8101,3.0065
1281,-5.0655,-4.0736,-3.2008,5.2682,4.3453,3.7072,-3.1398,-2.5472,-2.1147,3.6064,3.0963,2.2987,-3.9142,-3.0782,-2.4299,4.1443,3.3514,2.7494
1282,-6.3216,-4.7937,-4.0331,5.7625,5.0059,4.2083,-3.6892,-2.9703,-2.4399,3.4326,2.6966,2.2322,-4.0592,-3.0978,-2.467,4.2459,3.175,2.6633
1283,-6.4169,-5.3625,-4.3594,6.54,5.1769,4.1877,-3.2594,-2.6369,-2.1438,4.0765,3.1671,2.4356,-3.8362,-2.8874,-2.3203,3.5753,2.9807,2.5229
1284,-6.2696,-5.207,-4.3409,6.2866,5.3345,4.5523,-3.8126,-3.2725,-2.5002,4.1749,3.457,2.7314,-4.3358,-3.0646,-2.3754,4.8882,3.4678,2.6232
