T,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%,1.00%,2.50%,5.00%,99.00%,97.50%,95.00%
1257,-2.6687,-2.1444,-1.6219,2.5858,2.3298,1.8473,-2.5246,-1.8452,-1.4095,2.6485,2.2063,1.594,-2.7851,-2.1416,-1.6301,3.1146,2.6364,1.8677
1258,-2.4655,-2.1141,-1.6914,2.792,2.3349,1.8944,-2.2517,-1.8473,-1.4679,2.6094,2.1907,1.7882,-3.3649,-2.4541,-1.7618,2.8567,2.4138,1.9462
1259,-2.2732,-1.7737,-1.4112,2.6692,2.2454,1.8317,-2.1902,-1.7475,-1.5046,2.7722,2.0916,1.716,-2.9616,-2.3583,-1.8361,2.9632,2.3943,1.883
1260,-2.2499,-1.848,-1.6054,2.8299,2.392,1.9115,-2.3114,-1.8417,-1.522,2.6801,2.0991,1.7968,-2.5078,-2.1407,-1.6026,2.9174,2.3881,1.8279
1261,-2.6059,-2.0494,-1.6833,2.531,1.961,1.6501,-2.6941,-2.1301,-1.7064,2.9208,2.2503,1.8867,-2.8735,-2.128,-1.6999,3.0878,2.3619,1.9361
1262,-2.16,-1.8206,-1.5347,2.6038,1.9608,1.6305,-2.7741,-2.346,-1.658,3.0993,2.3339,1.8264,-2.368,-1.9362,-1.5021,2.6224,2.2431,1.8903
1263,-2.2246,-1.7835,-1.524,2.564,2.1101,1.6304,-2.5543,-2.1577,-1.6546,2.8031,2.4188,1.9293,-2.7994,-2.2439,-1.7691,3.1319,2.4088,1.9665
1264,-2.7742,-2.0413,-1.7163,2.8147,2.4373,1.8143,-2.2594,-1.8254,-1.4497,3.0516,2.149,1.882,-2.4707,-2.053,-1.5503,2.6469,2.3327,1.9562
1265,-2.6269,-2.1034,-1.6206,3.0618,2.3306,1.8369,-2.8218,-2.1503,-1.7782,2.709,2.1815,1.8147,-2.6432,-2.1079,-1.6069,2.8281,2.2863,1.942
1266,-2.718,-2.02,-1.6034,2.9002,2.3824,1.8962,-2.5545,-1.9871,-1.5016,2.7296,2.1825,1.8099,-2.8711,-2.273,-1.8469,3.0908,2.4763,1.9574
1267,-2.5235,-2.0756,-1.5953,2.525,2.2476,1.8192,-2.442,-1.8751,-1.5811,2.8997,2.1689,1.7718,-2.702,-2.1606,-1.7109,2.6179,2.2575,1.8121
1268,-2.2053,-1.8794,-1.5607,2.4568,2.1627,1.7936,-2.6412,-2.2215,-1.7232,2.7514,2.3355,1.9437,-2.7787,-2.238,-1.6785,3.0474,2.2562,1.7987
1269,-2.4997,-1.9045,-1.5188,2.5153,2.126,1.7143,-2.8816,-2.2538,-1.8449,2.9871,2.5008,1.9815,-3.2106,-2.3324,-1.8974,2.7719,2.3494,1.9575
